Segmento;Item;CEST;NCM/SH;Descrição
PRODUTOS ALIMENTÍCIOS;79.3;17.079.03;1602.32.20;Outras preparações e conservas de carne, de miudezas ou de sangue, todas de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas
PRODUTOS ALIMENTÍCIOS;79.4;17.079.04;1602.41.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: pernas e respectivos pedaços
PRODUTOS ALIMENTÍCIOS;79.5;17.079.05;1602.49.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas
PRODUTOS ALIMENTÍCIOS;79.6;17.079.06;1602.50.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie bovina
PRODUTOS ALIMENTÍCIOS;80.0;17.080.00;1604;Preparações e conservas de peixes. caviar e seus sucedâneos preparados a partir de ovas de peixe. exceto os descritos nos CEST 17.080.01 e 17.081.00
PRODUTOS ALIMENTÍCIOS;80.1;17.080.01;1604.20.10;Outras preparações e conservas de atuns
PRODUTOS ALIMENTÍCIOS;81.0;17.081.00;1604;Sardinha em conserva
PRODUTOS ALIMENTÍCIOS;82.0;17.082.00;1605;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas
PRODUTOS ALIMENTÍCIOS;83.0;17.083.00;0210.20.00;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
PRODUTOS ALIMENTÍCIOS;83.0;17.083.00;0210.99.00;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
PRODUTOS ALIMENTÍCIOS;83.0;17.083.00;1502;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
PRODUTOS ALIMENTÍCIOS;84.0;17.084.00;201;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
PRODUTOS ALIMENTÍCIOS;84.0;17.084.00;202;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
PRODUTOS ALIMENTÍCIOS;84.0;17.084.00;204;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
PRODUTOS ALIMENTÍCIOS;84.0;17.084.00;206;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
PRODUTOS ALIMENTÍCIOS;85.0;17.085.00;204;Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas
PRODUTOS ALIMENTÍCIOS;86.0;17.086.00;0210.99.00;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
PRODUTOS ALIMENTÍCIOS;86.0;17.086.00;1502.10.19;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
PRODUTOS ALIMENTÍCIOS;86.0;17.086.00;1502.90.00;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
PRODUTOS ALIMENTÍCIOS;87.0;17.087.00;207;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
PRODUTOS ALIMENTÍCIOS;87.0;17.087.00;209;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
PRODUTOS ALIMENTÍCIOS;87.0;17.087.00;0210.99.00;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
PRODUTOS ALIMENTÍCIOS;87.0;17.087.00;1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
PRODUTOS ALIMENTÍCIOS;87.1;17.087.01;203;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
PRODUTOS ALIMENTÍCIOS;87.1;17.087.01;206;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
PRODUTOS ALIMENTÍCIOS;87.1;17.087.01;209;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
PRODUTOS ALIMENTÍCIOS;87.1;17.087.01;0210.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
PRODUTOS ALIMENTÍCIOS;87.1;17.087.01;0210.99.00;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
PRODUTOS ALIMENTÍCIOS;87.1;17.087.01;1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
PRODUTOS ALIMENTÍCIOS;88.0;17.088.00;710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;88.1;17.088.01;710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;89.0;17.089.00;811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;89.1;17.089.01;811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;90.0;17.090.00;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;90.1;17.090.01;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;91.0;17.091.00;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;91.1;17.091.01;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;92.0;17.092.00;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;92.1;17.092.01;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;93.0;17.093.00;2006.00.00;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;93.1;17.093.01;2006.00.00;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;94.0;17.094.00;2007;Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;94.1;17.094.01;2007;Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg
PRODUTOS ALIMENTÍCIOS;95.0;17.095.00;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg
PRODUTOS ALIMENTÍCIOS;95.1;17.095.01;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg
PRODUTOS ALIMENTÍCIOS;96.0;17.096.00;901;Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg
PRODUTOS ALIMENTÍCIOS;96.1;17.096.01;901;Café torrado e moído, em embalagens de conteúdo superior a 2 kg
PRODUTOS ALIMENTÍCIOS;96.2;17.096.02;901;Café torrado em grãos, em embalagens de conteúdo inferior ou igual a 2 kg
PRODUTOS ALIMENTÍCIOS;96.3;17.096.03;901;Café torrado em grãos, em embalagens de conteúdo superior a 2 kg
PRODUTOS ALIMENTÍCIOS;97.0;17.097.00;902;Chá, mesmo aromatizado
PRODUTOS ALIMENTÍCIOS;97.0;17.097.00;1211.90.90;Chá, mesmo aromatizado
PRODUTOS ALIMENTÍCIOS;97.0;17.097.00;2106.90.90;Chá, mesmo aromatizado
PRODUTOS ALIMENTÍCIOS;98.0;17.098.00;0903.00;Mate
PRODUTOS ALIMENTÍCIOS;99.0;17.099.00;1701.1;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;99.0;17.099.00;1701.99.00;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;99.1;17.099.01;1701.1;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;99.1;17.099.01;1701.99.00;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;99.2;17.099.02;1701.1;Açúcar refinado, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;99.2;17.099.02;1701.99.00;Açúcar refinado, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;100.0;17.100.00;;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;100.0;17.100.00;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;100.1;17.100.01;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;100.2;17.100.02;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;101.0;17.101.00;1701.1;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;101.0;17.101.00;1701.99.00;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;101.1;17.101.01;1701.1;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;101.1;17.101.01;1701.99.00;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;101.2;17.101.02;1701.1;Açúcar cristal, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;101.2;17.101.02;1701.99.00;Açúcar cristal, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;102.0;17.102.00;1701.91.00;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;102.1;17.102.01;1701.91.00;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;102.2;17.102.02;1701.91;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;103.0;17.103.00;1701.1;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;103.0;17.103.00;1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;103.1;17.103.01;1701.1;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;103.1;17.103.01;1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;103.2;17.103.02;1701.1;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;103.2;17.103.02;1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;104.0;17.104.00;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;104.1;17.104.01;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;104.2;17.104.02;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;105.0;17.105.00;1702;Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
PRODUTOS ALIMENTÍCIOS;105.1;17.105.01;1702;Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
PRODUTOS ALIMENTÍCIOS;105.2;17.105.02;1702;Outros açúcares, em embalagens de conteúdo superior a 5 kg
PRODUTOS ALIMENTÍCIOS;106.0;17.106.00;2008.19.00;Milho para pipoca (micro-ondas)
PRODUTOS ALIMENTÍCIOS;107.0;17.107.00;2101.1;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto as preparações indicadas no CEST 17.109.00
PRODUTOS ALIMENTÍCIOS;108.0;17.108.00;2101.20;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá
PRODUTOS ALIMENTÍCIOS;109.0;17.109.00;1901.90.90;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
PRODUTOS ALIMENTÍCIOS;109.0;17.109.00;2101.11.90;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
PRODUTOS ALIMENTÍCIOS;109.0;17.109.00;2101.12.00;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
PRODUTOS ALIMENTÍCIOS;110.0;17.110.00;2202.10.00;Refrescos e outras bebidas prontas para beber à base de chá e mate
PRODUTOS ALIMENTÍCIOS;111.0;17.111.00;2202.10.00;Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00
PRODUTOS ALIMENTÍCIOS;112.0;17.112.00;2202.90.00;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos
PRODUTOS ALIMENTÍCIOS;113.0;17.113.00;2101.20;Bebidas prontas à base de mate ou chá
PRODUTOS ALIMENTÍCIOS;113.0;17.113.00;2202.90.00;Bebidas prontas à base de mate ou chá
PRODUTOS ALIMENTÍCIOS;114.0;17.114.00;2202.90.00;Bebidas prontas à base de café
PRODUTOS ALIMENTÍCIOS;115.0;17.115.00;2202.90.00;Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas
PRODUTOS DE PAPELARIA;1.0;19.001.00;3213.10.00;Tinta guache
PRODUTOS DE PAPELARIA;2.0;19.002.00;3916.20.00;Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
PRODUTOS DE PAPELARIA;3.0;19.003.00;3916.10.00;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
PRODUTOS DE PAPELARIA;3.0;19.003.00;3916.90;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
PRODUTOS DE PAPELARIA;4.0;19.004.00;3926.10.00;Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos
PRODUTOS DE PAPELARIA;5.0;19.005.00;4202.1;Maletas e pastas para documentos e de estudante, e artefatos semelhantes
PRODUTOS DE PAPELARIA;5.0;19.005.00;4202.9;Maletas e pastas para documentos e de estudante, e artefatos semelhantes
PRODUTOS DE PAPELARIA;5.1;19.005.01;4202.1;Baús, malas e maletas para viagem
PRODUTOS DE PAPELARIA;5.1;19.005.01;4202.9;Baús, malas e maletas para viagem
PRODUTOS DE PAPELARIA;6.0;19.006.00;3926.90.90;Prancheta de plástico
PRODUTOS DE PAPELARIA;7.0;19.007.00;4802.20.90;Bobina para fax
PRODUTOS DE PAPELARIA;7.0;19.007.00;4811.90.90;Bobina para fax
PRODUTOS DE PAPELARIA;8.0;19.008.00;4802.54.9;Papel seda
PRODUTOS DE PAPELARIA;9.0;19.009.00;4802.54.99;Bobina para máquina de calcular, PDV ou equipamentos similares
PRODUTOS DE PAPELARIA;9.0;19.009.00;4802.57.99;Bobina para máquina de calcular, PDV ou equipamentos similares
PRODUTOS DE PAPELARIA;9.0;19.009.00;4816.20.00;Bobina para máquina de calcular, PDV ou equipamentos similares
PRODUTOS DE PAPELARIA;10.0;19.010.00;4802.56.9;Cartolina escolar e papel cartão, brancos e coloridos. recados auto adesivos (LP note). papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico
PRODUTOS DE PAPELARIA;10.0;19.010.00;4802.57.9;Cartolina escolar e papel cartão, brancos e coloridos. recados auto adesivos (LP note). papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico
PRODUTOS DE PAPELARIA;10.0;19.010.00;4802.58.9;Cartolina escolar e papel cartão, brancos e coloridos. recados auto adesivos (LP note). papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico
PRODUTOS DE PAPELARIA;11.0;19.011.00;3703.10.10;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
PRODUTOS DE PAPELARIA;11.0;19.011.00;3703.10.29;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
PRODUTOS DE PAPELARIA;11.0;19.011.00;3703.20.00;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
PRODUTOS DE PAPELARIA;11.0;19.011.00;3703.90.10;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
PRODUTOS DE PAPELARIA;11.0;19.011.00;3704.00.00;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
PRODUTOS DE PAPELARIA;11.0;19.011.00;4802.20.00;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
PRODUTOS DE PAPELARIA;12.0;19.012.00;4810.13.90;Papel almaço
PRODUTOS DE PAPELARIA;13.0;19.013.00;4816.90.10;Papel hectográfico
PRODUTOS DE PAPELARIA;14.0;19.014.00;3920.20.19;Papel celofane e tipo celofane
PRODUTOS DE PAPELARIA;15.0;19.015.00;4806.20.00;Papel impermeável
PRODUTOS DE PAPELARIA;16.0;19.016.00;4808.10.00;Papel crepon
PRODUTOS DE PAPELARIA;17.0;19.017.00;4810.22.90;Papel fantasia
PRODUTOS DE PAPELARIA;18.0;19.018.00;4809;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas
PRODUTOS DE PAPELARIA;18.0;19.018.00;4816;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas
PRODUTOS DE PAPELARIA;19.0;19.019.00;4817;Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência
PRODUTOS DE PAPELARIA;20.0;19.020.00;4820.10.00;Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes
PRODUTOS DE PAPELARIA;21.0;19.021.00;4820.20.00;Cadernos
PRODUTOS DE PAPELARIA;22.0;19.022.00;4820.30.00;Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos
PRODUTOS DE PAPELARIA;23.0;19.023.00;4820.40.00;Formulários em blocos tipo 'manifold', mesmo com folhas intercaladas de papel-carbono
PRODUTOS DE PAPELARIA;24.0;19.024.00;4820.50.00;Álbuns para amostras ou para coleções
PRODUTOS DE PAPELARIA;25.0;19.025.00;4820.90.00;Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão
PRODUTOS DE PAPELARIA;26.0;19.026.00;4909.00.00;Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento)
PRODUTOS DE PAPELARIA;27.0;19.027.00;9608.10.00;Canetas esferográficas
PRODUTOS DE PAPELARIA;28.0;19.028.00;9608.20.00;Canetas e marcadores, com ponta de feltro ou com outras pontas porosas
PRODUTOS DE PAPELARIA;29.0;19.029.00;9608.30.00;Canetas tinteiro
PRODUTOS DE PAPELARIA;30.0;19.030.00;9608;Outras canetas. sortidos de canetas
PRODUTOS DE PAPELARIA;31.0;19.031.00;4802.56;Papel cortado 'cutsize' (tipo A3, A4, ofício I e II, carta e outros)
PRODUTOS DE PAPELARIA;32.0;19.032.00;5210.59.90;Papel camurça
PRODUTOS DE PAPELARIA;33.0;19.033.00;7607.11.90;Papel laminado e papel espelho
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;1.0;20.001.00;1211.90.90;Henna (embalagens de conteúdo inferior ou igual a 200 g)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;1.1;20.001.01;1211.90.90;Henna (embalagens de conteúdo superior a 200 g)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;2.0;20.002.00;2712.10.00;Vaselina
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;3.0;20.003.00;2814.20.00;Amoníaco em solução aquosa (amônia)
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;4.0;20.004.00;2847.00.00;Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml
PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;5.0;20.005.00;3006.70.00;Lubrificação íntima
